18,38,0
64,50,0
14,18,0
17,33,0
58,30,0
40,43,0
34,15,0
16,33,0
11,26,0
37,40,0
58,2,0
54,30,0
27,48,0
61,16,0
47,8,0
67,22,0
11,3,0
11,43,0
44,2,0
70,26,0
53,15,0
37,48,0
11,35,0
24,50,0
38,33,0
45,16,0
32,16,1
53,16,0
58,31,0
70,20,0
69,3,0
36,37,0
69,43,0
16,13,1
50,48,0
65,20,0
17,49,0
31,48,0
55,34,0
69,29,0
42,44,0
22,21,1
28,39,0
66,33,0
64,34,0
35,39,0
64,4,0
40,17,0
57,27,0
36,44,0
21,25,1
45,46,0
59,45,0
57,25,0
15,30,0
52,34,0
16,12,1
43,27,0
33,33,0
56,3,0
40,4,0
29,47,0
64,41,0
47,39,0
35,43,0
20,12,1
42,16,0
10,14,0
44,37,0
24,27,0
42,24,0
70,38,0
32,31,0
68,19,0
52,37,0
48,48,0
10,26,0
60,49,0
42,10,0
43,37,0
23,29,0
70,5,0
40,25,0
46,37,0
22,34,0
36,33,0
62,24,0
36,24,0
10,36,0
44,41,0
60,41,0
31,31,0
48,3,0
61,16,0
50,13,0
45,39,0
21,7,1
61,37,0
61,18,0
12,45,0
14,7,0
65,3,0
38,2,0
58,50,0
27,17,1
27,9,1
61,41,0
21,24,1
28,6,1
20,12,1
26,35,0
70,12,0
52,19,0
51,47,0
28,31,0
54,22,0
41,32,0
17,3,1
29,26,0
31,28,0
60,14,0
26,8,1
26,48,0
42,15,0
48,29,0
62,3,0
24,3,1
35,11,0
12,48,0
20,30,0
55,34,0
53,29,0
44,16,0
50,46,0
43,30,0
24,35,0
51,3,0
35,45,0
46,22,0
52,42,0
37,5,0
57,21,0
18,15,1
66,5,0
29,6,1
64,6,0
29,21,1
57,12,0
36,38,0
26,10,1
10,37,0
66,4,0
47,15,0
67,38,0
39,12,0
62,47,0
49,34,0
12,26,0
22,24,1
16,15,1
46,45,0
67,29,0
47,14,0
41,8,0
70,44,0
34,20,0
42,33,0
11,22,0
49,27,0
67,20,0
11,12,0
22,22,1
61,38,0
60,10,0
31,29,0
23,19,1
53,8,0
63,26,0
69,37,0
32,45,0
44,33,0
59,36,0
25,6,1
56,4,0
15,10,1
20,12,1
68,36,0
23,19,1
58,23,0
48,34,0
63,18,0
33,23,1
31,9,1
28,17,1
65,40,0
59,47,0
66,33,0
18,39,0
45,8,0
30,4,1
36,6,0
34,11,0
63,10,0
31,9,1
49,39,0
60,26,0
14,38,0
45,16,0
46,7,0
70,19,0
33,20,1
46,36,0
69,9,0
39,19,0
16,4,1
62,20,0
10,41,0
52,2,0
15,28,0
17,4,1
22,17,1
60,39,0
36,12,0
17,30,0
20,45,0
25,12,1
57,8,0
37,26,0
61,36,0
68,20,0
45,18,0
55,32,0
30,8,1
23,43,0
30,4,1
11,2,0
60,20,0
56,40,0
30,30,0
35,22,0
35,6,0
14,22,0
48,31,0
17,18,1
23,41,0
59,36,0
65,46,0
40,44,0
32,18,1
21,36,0
23,21,1
22,17,1
33,7,1
62,19,0
15,50,0
38,7,0
51,38,0
51,23,0
70,16,0
34,21,0
12,22,0
21,22,1
60,39,0
67,21,0
25,23,1
16,36,0
49,39,0
61,40,0
15,17,1
24,3,1
61,17,0
35,6,0
27,37,0
65,6,0
56,6,0
11,42,0
10,20,0
58,24,0
41,32,0
65,11,0
16,34,0
59,22,0
14,34,0
70,44,0
21,13,1
59,11,0
19,22,1
29,8,1
55,34,0
63,40,0
28,10,1
67,15,0
19,36,0
68,48,0
12,22,0
62,41,0
61,45,0
68,37,0
63,49,0
54,15,0
21,21,1
37,36,0
20,5,1
55,44,0
25,18,1
59,6,0
53,30,0
61,29,0
45,18,0
44,30,0
64,36,0
18,38,0
64,50,0
14,18,0
17,33,0
58,30,0
40,43,0
34,15,0
16,33,0
11,26,0
37,40,0
58,2,0
54,30,0
27,48,0
61,16,0
47,8,0
67,22,0
11,3,0
11,43,0
44,2,0
70,26,0
53,15,0
37,48,0
11,35,0
