19,38,1
40,50,1
17,18,1
18,33,1
39,30,1
30,43,1
27,15,1
18,33,1
19,38,1
40,50,1
17,18,1
18,33,1
39,30,1
30,43,1
27,15,1
18,33,1
15,26,1
28,40,1
39,2,1
37,30,1
23,48,1
40,16,1
33,8,1
25,3,1
15,3,1
35,36,1
15,26,1
36,15,1
28,48,1
15,35,1
22,50,1
29,33,1
32,16,1
26,16,1
36,16,1
39,31,1
24,3,1
28,37,1
35,8,1
20,42,1
38,20,1
18,49,1
25,48,1
37,34,1
28,34,1
36,14,1
24,20,1
33,33,1
31,27,1
33,4,1
30,17,1
38,27,1
28,44,1
20,25,1
32,46,1
39,45,1
38,25,1
17,30,1
36,34,1
18,12,1
31,27,1
26,33,1
38,3,1
30,4,1
24,47,1
34,39,1
33,27,1
35,12,1
20,34,1
22,2,1
39,14,1
32,37,1
22,27,1
31,24,1
33,24,1
29,19,1
36,37,1
34,48,1
15,26,1
40,49,1
31,10,1
31,37,1
21,29,1
16,32,1
26,38,1
32,14,1
31,28,1
30,24,1
28,24,1
15,36,1
32,41,1
40,41,1
25,31,1
34,3,1
40,16,1
35,13,1
32,39,1
20,7,1
40,37,1
40,18,1
16,45,1
17,7,1
15,30,1
15,50,1
39,19,1
22,19,1
18,41,1
20,24,1
24,6,1
20,12,1
23,35,1
20,44,1
23,43,1
37,20,1
29,46,1
25,33,1
30,9,1
15,21,1
27,23,1
28,14,1
23,8,1
23,48,1
31,15,1
34,29,1
15,16,1
15,27,1
19,4,1
38,12,1
29,47,1
31,45,1
28,36,1
22,42,1
40,46,1
31,30,1
22,35,1
35,3,1
27,45,1
33,22,1
36,42,1
28,5,1
38,21,1
19,15,1
16,21,1
17,6,1
24,21,1
38,12,1
28,38,1
23,10,1
15,37,1
16,39,1
21,38,1
29,12,1
39,47,1
34,34,1
16,26,1
21,24,1
18,15,1
33,45,1
28,39,1
21,33,1
18,44,1
27,20,1
31,33,1
15,22,1
34,27,1
24,3,1
20,14,1
25,38,1
40,10,1
25,29,1
21,19,1
36,8,1
27,37,1
26,45,1
32,33,1
39,36,1
22,6,1
38,4,1
17,10,1
20,12,1
32,15,1
23,50,1
25,40,1
31,18,1
26,23,1
25,9,1
24,17,1
34,47,1
30,10,1
33,37,1
39,8,1
25,4,1
28,6,1
27,11,1
19,23,1
18,41,1
33,26,1
17,38,1
32,16,1
33,7,1
23,25,1
24,38,1
32,9,1
29,19,1
18,4,1
24,2,1
34,44,1
15,7,1
18,38,1
64,53,0
58,6,0
26,9,1
41,50,0
38,32,1
51,26,0
60,15,0
16,33,1
11,59,0
63,26,0
37,40,1
58,51,0
10,46,0
38,19,1
56,53,0
24,39,1
70,8,0
67,22,0
11,3,0
11,43,0
44,2,0
70,58,0
34,45,1
23,29,1
56,3,0
43,16,0
58,30,0
70,33,0
45,16,0
32,16,1
53,16,0
58,31,0
70,20,0
69,3,0
36,55,0
68,37,0
69,43,0
16,13,1
50,48,0
65,20,0
17,49,1
31,59,0
56,47,0
42,29,0
42,55,0
68,44,0
22,21,1
28,39,1
66,33,0
64,34,0
35,39,1
64,4,0
40,17,1
57,53,0
35,28,1
52,13,0
33,37,1
66,46,0
59,45,0
57,25,0
15,30,1
52,34,0
16,51,0
20,35,1
63,27,0
33,33,1
56,3,0
40,4,1
29,47,1
64,41,0
47,39,0
35,43,1
20,12,1
42,16,0
10,51,0
22,36,1
68,57,0
45,16,0
35,34,1
32,56,0
46,24,0
39,60,0
27,44,1
45,40,0
56,2,0
34,52,0
64,54,0
66,49,0
42,53,0
18,35,1
59,37,0
23,29,1
70,5,0
40,57,0
33,38,1
45,14,0
70,34,0
36,33,1
62,24,0
36,24,1
10,36,0
44,41,0
60,41,0
31,31,1
48,3,0
61,16,0
50,13,0
45,39,0
21,57,0
15,53,0
45,53,0
64,54,0
69,18,0
12,55,0
70,45,0
14,7,0
65,3,0
38,2,1
58,50,0
27,17,1
27,9,1
61,41,0
21,24,1
28,6,1
20,12,1
26,35,1
70,12,0
52,19,0
51,47,0
28,31,1
54,22,0
41,32,0
17,3,1
29,26,1
31,28,1
60,14,0
26,8,1
26,59,0
56,34,0
23,40,1
37,54,0
11,16,0
11,27,0
19,4,1
56,12,0
38,47,1
42,45,0
37,36,1
63,16,0
50,53,0
54,35,0
38,16,1
43,43,0
11,27,0
53,38,0
61,22,0
52,42,0
37,5,1
57,21,0
18,15,1
66,5,0
29,6,1
64,6,0
29,60,0
70,21,0
57,12,0
36,38,1
26,10,1
10,37,0
66,56,0
12,39,0
62,15,0
67,38,0
39,12,1
62,57,0
65,51,0
55,41,0
42,4,0
34,14,1
32,8,1
23,38,1
53,59,0
37,39,1
22,33,1
16,44,1
34,20,1
42,33,0
11,22,0
49,57,0
35,59,0
28,3,1
20,14,1
64,22,0
61,38,0
60,10,0
31,29,1
23,19,1
53,8,0
63,26,0
69,37,0
32,60,0
66,55,0
53,36,0
41,51,0
44,17,0
14,48,0
12,7,0
18,12,1
20,60,0
44,15,0
27,50,1
31,40,1
42,55,0
26,25,1
31,23,1
17,20,1
25,57,0
70,40,0
59,47,0
66,33,0
18,39,1
45,51,0
16,22,1
12,28,0
14,26,0
65,52,0
19,55,0
18,23,1
17,41,1
47,52,0
69,26,0
14,38,0
45,16,0
46,7,0
70,19,0
33,59,0
28,38,1
44,9,0
39,59,0
27,8,1
60,4,0
62,20,0
10,41,0
52,2,0
15,28,1
17,54,0
66,52,0
12,14,0
25,52,0
47,28,0
20,9,1
38,12,1
53,17,0
20,49,1
64,8,0
37,60,0
34,53,0
44,60,0
62,20,0
45,18,0
55,32,0
30,8,1
23,43,1
30,4,1
11,2,0
60,20,0
56,40,0
30,30,1
35,22,1
35,6,1
14,60,0
30,40,1
39,9,1
26,15,1
60,41,0
59,59,0
44,57,0
54,32,0
52,24,0
26,13,1
44,15,0
29,14,1
25,25,1
15,54,0
27,7,1
58,30,0
15,43,1
46,43,0
31,16,1
34,21,1
12,22,0
21,22,1
60,56,0
47,59,0
68,21,0
25,23,1
16,36,1
49,39,0
61,40,0
15,17,1
24,3,1
61,17,0
35,6,1
27,37,1
65,6,0
56,6,0
11,42,0
10,20,0
58,52,0
32,33,1
40,57,0
64,11,0
16,34,1
59,52,0
30,6,1
42,44,0
21,13,1
59,11,0
19,54,0
65,22,0
29,8,1
55,34,0
63,60,0
48,20,0
18,59,0
23,11,1
44,60,0
56,4,0
59,22,0
62,59,0
49,53,0
53,60,0
45,55,0
70,49,0
54,15,0
21,21,1
37,36,1
20,5,1
55,57,0
52,17,0
26,51,0
14,45,0
38,53,0
37,37,1
26,36,1
38,56,0
44,31,0
10,27,0
63,23,0
20,18,1
41,3,0
60,43,0
69,28,0
46,3,0
13,46,0
32,39,1
18,39,1
18,10,1
26,55,0
27,27,1
46,27,0
21,41,1
15,16,1
41,2,0
21,35,1
30,34,1
67,43,0
68,30,0
69,45,0
50,48,0
24,17,1
30,33,1
53,32,0
24,47,1
36,23,1
45,41,0
68,48,0
68,43,0
27,43,1
24,5,1
68,6,0
58,34,0
51,58,0
33,12,1
42,51,0
60,58,0
23,21,1
29,46,1
29,56,0
45,25,0
20,46,1
54,49,0
39,40,1
15,56,0
17,59,0
48,34,0
46,26,0
21,11,1
26,29,1
23,38,1
56,50,0
60,5,0
41,45,0
35,47,1
50,24,0
34,34,1
64,12,0
44,48,0
12,35,0
15,53,0
26,42,1
16,19,1
57,60,0
15,10,1
59,41,0
63,44,0
53,46,0
15,30,1
64,17,0
64,26,0
70,53,0
67,29,0
35,12,1
68,22,0
38,10,1
49,60,0
41,15,0
17,29,1
48,36,0
36,60,0
17,44,1
28,19,1
25,26,1
57,37,0
10,14,0
43,30,0
47,3,0
11,42,0
48,17,0
63,18,0
23,13,1
28,11,1
44,14,0
27,21,1
47,50,0
26,55,0
53,30,0
60,57,0
61,56,0
20,36,1
32,33,1
36,56,0
17,51,0
23,38,1
66,26,0
23,20,1
61,8,0
67,53,0
11,9,0
46,49,0
10,36,0
28,45,1
58,48,0
51,10,0
14,34,0
33,38,1
61,21,0
37,34,1
53,24,0
58,35,0
30,2,1
17,30,1
55,30,0
32,21,1
44,27,0
31,52,0
56,45,0
46,33,0
17,43,1
68,26,0
34,15,1
45,2,0
27,42,1
48,48,0
66,49,0
63,48,0
42,14,0
69,31,0
48,55,0
43,28,0
69,49,0
55,21,0
54,12,0
38,41,1
52,35,0
22,25,1
43,2,0
53,26,0
47,29,0
35,23,1
65,41,0
47,48,0
54,59,0
57,6,0
41,49,0
25,42,1
51,20,0
50,3,0
36,48,1
50,11,0
50,51,0
69,27,0
60,19,0
64,13,0
59,6,0
62,51,0
48,2,0
32,60,0
26,53,0
55,28,0
65,45,0
44,21,0
19,31,1
63,18,0
41,12,0
39,34,1
12,19,0
42,8,0
57,39,0
37,6,1
32,6,1
52,30,0
11,12,0
42,47,0
70,12,0
54,7,0
35,42,1
54,19,0
48,21,0
23,35,1
23,17,1
66,23,0
27,6,1
14,46,0
63,60,0
43,44,0
33,31,1
42,37,0
57,5,0
20,21,1
51,49,0
55,54,0
45,19,0
32,41,1
57,16,0
35,37,1
35,13,1
40,52,0
26,57,0
49,23,0
55,16,0
26,41,1
55,17,0
64,44,0
11,56,0
67,57,0
49,27,0
30,29,1
69,50,0
25,52,0
27,14,1
14,42,0
56,12,0
65,39,0
38,39,1
68,48,0
19,40,1
70,18,0
39,35,1
20,10,1
59,10,0
67,47,0
38,25,1
29,50,1
35,17,1
17,47,1
23,47,1
53,21,0
14,8,0
24,27,1
30,33,1
69,8,0
21,4,1
13,53,0
48,3,0
66,50,0
23,45,1
12,33,0
55,35,0
62,48,0
66,41,0
38,23,1
52,55,0
27,9,1
49,46,0
21,8,1
24,27,1
24,33,1
38,26,1
58,12,0
24,17,1
62,20,0
39,37,1
47,26,0
23,30,1
55,18,0
31,33,1
47,9,0
68,15,0
15,4,1
10,53,0
10,56,0
40,22,1
66,26,0
64,39,0
28,60,0
22,27,1
20,58,0
62,50,0
51,11,0
60,60,0
11,2,0
34,11,1
66,44,0
44,5,0
46,26,0
26,10,1
15,31,1
51,55,0
29,59,0
10,4,0
44,5,0
43,55,0
18,4,1
69,19,0
59,9,0
37,7,1
22,3,1
41,42,0
18,49,1
27,45,1
62,56,0
22,44,1
38,26,1
31,42,1
27,18,1
51,42,0
25,17,1
13,39,0
69,52,0
47,13,0
32,29,1
48,46,0
45,42,0
43,5,0
67,24,0
45,28,0
44,14,0
55,58,0
44,29,0
68,44,0
14,47,0
27,49,1
49,48,0
58,6,0
26,13,1
16,11,1
13,60,0
23,56,0
37,56,0
12,5,0
50,7,0
68,54,0
42,32,0
42,25,0
16,22,1
12,10,0
44,4,0
38,44,1
18,59,0
35,50,1
55,59,0
66,30,0
11,49,0
43,19,0
15,18,1
61,22,0
15,21,1
12,57,0
34,5,1
56,18,0
30,49,1
18,18,1
60,26,0
61,9,0
64,45,0
29,8,1
37,55,0
25,34,1
45,15,0
31,23,1
42,52,0
35,59,0
47,32,0
16,10,1
51,54,0
38,35,1
45,48,0
64,55,0
47,46,0
43,36,0
11,59,0
63,20,0
57,12,0
22,25,1
34,35,1
30,8,1
36,24,1
18,38,1
14,4,0
29,54,0
61,43,0
44,22,0
36,21,1
30,24,1
27,22,1
57,49,0
43,34,0
10,35,0
17,11,1
30,60,0
56,22,0
60,22,0
46,6,0
38,19,1
40,31,1
68,25,0
69,49,0
34,54,0
66,7,0
69,39,0
61,5,0
18,5,1
43,33,0
46,56,0
26,52,0
25,46,1
46,49,0
31,25,1
70,53,0
51,25,0
35,21,1
39,40,1
31,36,1
42,12,0
11,11,0
26,45,1
24,38,1
18,60,0
17,13,1
59,28,0
70,48,0
49,5,0
61,8,0
44,45,0
27,47,1
16,15,1
26,6,1
50,38,0
43,43,0
15,56,0
14,52,0
64,15,0
51,55,0
21,34,1
65,29,0
11,39,0
33,59,0
64,33,0
55,53,0
28,16,1
67,14,0
48,33,0
65,59,0
67,17,0
37,30,1
53,25,0
44,60,0
70,14,0
61,32,0
56,6,0
62,55,0
26,28,1
22,2,1
57,36,0
59,26,0
42,58,0
41,6,0
35,41,1
66,34,0
60,39,0
47,29,0
12,24,0
64,31,0
10,14,0
29,46,1
54,43,0
10,36,0
17,54,0
29,34,1
66,49,0
30,51,0
44,43,0
46,37,0
28,35,1
36,36,1
70,54,0
69,35,0
36,40,1
50,39,0
29,30,1
29,10,1
42,30,0
47,10,0
45,51,0
20,18,1
50,2,0
37,49,1
52,38,0
12,25,0
36,27,1
28,44,1
67,50,0
52,3,0
67,7,0
69,7,0
64,2,0
34,19,1
39,19,1
60,52,0
33,42,1
57,56,0
40,51,0
31,26,1
39,53,0
17,32,1
32,11,1
36,11,1
11,13,0
62,18,0
33,56,0
18,39,1
60,20,0
70,28,0
26,34,1
28,49,1
36,46,1
27,29,1
31,51,0
68,33,0
23,47,1
63,33,0
70,27,0
55,29,0
15,6,1
18,15,1
19,16,1
56,3,0
16,18,1
19,32,1
59,8,0
35,43,1
56,13,0
63,2,0
15,29,1
49,5,0
45,15,0
44,29,0
32,5,1
70,43,0
69,8,0
57,37,0
53,28,0
63,44,0
57,9,0
26,45,1
27,13,1
40,53,0
60,47,0
64,5,0
60,15,0
53,43,0
15,57,0
34,9,1
52,30,0
28,45,1
42,33,0
67,27,0
17,40,1
64,32,0
16,11,1
34,41,1
67,46,0
22,12,1
43,18,0
36,49,1
66,36,0
28,57,0
41,42,0
67,53,0
44,60,0
23,52,0
58,41,0
31,57,0
41,8,0
10,50,0
56,44,0
32,58,0
55,19,0
13,36,0
50,30,0
29,50,1
67,55,0
16,16,1
42,19,0
27,47,1
25,28,1
19,10,1
26,14,1
36,37,1
50,40,0
67,5,0
44,55,0
48,34,0
19,28,1
27,19,1
40,46,1
29,19,1
41,15,0
41,25,0
48,32,0
25,23,1
21,40,1
58,13,0
57,58,0
47,46,0
38,36,1
19,5,1
42,22,0
43,46,0
18,43,1
58,53,0
67,15,0
30,41,1
41,32,0
31,9,1
18,58,0
18,46,1
26,16,1
15,42,1
44,55,0
54,5,0
46,13,0
53,9,0
24,38,1
22,34,1
46,44,0
66,21,0
37,22,1
10,51,0
11,54,0
29,54,0
49,16,0
15,49,1
24,19,1
53,42,0
65,23,0
27,40,1
56,35,0
34,3,1
17,23,1
32,10,1
17,18,1
67,51,0
19,45,1
46,4,0
32,6,1
15,48,1
16,21,1
30,17,1
27,35,1
13,25,0
11,7,0
18,27,1
33,48,1
50,46,0
25,8,1
53,23,0
27,2,1
42,58,0
30,9,1
32,53,0
60,43,0
56,55,0
18,40,1
69,57,0
27,27,1
15,45,1
46,41,0
56,35,0
40,38,1
36,36,1
69,27,0
29,59,0
24,42,1
29,37,1
18,5,1
48,34,0
17,13,1
25,15,1
67,29,0
27,36,1
11,18,0
44,19,0
70,35,0
26,32,1
18,27,1
55,8,0
57,25,0
14,43,0
44,25,0
44,37,0
